Book,Treatment,T Type,Treatment filter,AI Name (Rule),Description (Rule),AI filter,Type,Trigger,AggrLevel,Posting Field,D/C,Mapped Account,Account,Account filter,Category,Description,ReversalMethod,StartDate,EndDate,RollingConv,HistAmend,Suppress,RevExclusion,RevFreq,ExcludeFXConv,FXConvDate,Periodic
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Trade Date Termination Fee,IRS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Credit,IRS / CCS - Interest Income,05-019 IRS / CCS - Interest Income,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Trade Date Termination Fee,IRS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Debit,IRS / CCS - Unwind Settlement Payable,03-023 IRS / CCS - Unwind Settlement Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_MF_Trade Date Termination Fee,IRS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Moneyflow,Cash Analysis Projected,Debit,IRS / CCS - Unwind Settlement Receivable,01-036 IRS / CCS - Unwind Settlement Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,IRS,Trade,A_TR_Swap,IRS_TD_Daily Mark to Market,IRS Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Debit,IRS / CCS - MtM Reval,01-037 IRS / CCS - MtM Reval,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,IRS,Trade,A_TR_Swap,IRS_TD_Daily Mark to Market,IRS Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Credit,IRS / CCS - Reval PL,05-017 IRS / CCS - Reval PL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Pay Date Interest Settlement,Interest Settlement on Pay Day,A_AI_MF_Interest,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Pay Date Interest Settlement,Interest Settlement on Pay Day,A_AI_MF_Interest,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Credit,LoanDepo Accrual Assets,01-031 LoanDepo Accrual Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Repay Date Principal,Deposit and Loan Nominals at Maturity Date,A_AI_MF_FixedAmount,Money Flow,Real Time,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Repay Date Principal,Deposit and Loan Nominals at Maturity Date,A_AI_MF_FixedAmount,Money Flow,Real Time,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Assets,01-029 LoanDepo Principal Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Trade Date Offbalance Principal,DepoLoan_Trade Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Assets OffBalance,01-032 LoanDepo Principal Assets OffBalance,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Trade Date Offbalance Principal,DepoLoan_Trade Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,LoanDepo Principal Assets OffBalance Contra,01-033 LoanDepo Principal Assets OffBalance Contra,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Value Date Offbalance Principal,DepoLoan_Value Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,LoanDepo Principal Assets OffBalance,01-032 LoanDepo Principal Assets OffBalance,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Value Date Offbalance Principal,DepoLoan_Value Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Assets OffBalance Contra,01-033 LoanDepo Principal Assets OffBalance Contra,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Value Date Principal,Deposit and Loan Premium on Value Date,A_AI_MF_Premium,Money Flow,Real Time,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_MF_Value Date Principal,Deposit and Loan Premium on Value Date,A_AI_MF_Premium,Money Flow,Real Time,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Assets,01-029 LoanDepo Principal Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_TD_Daily Interest Accrual,Interest Accrued Daily for DepoLoan,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Debit,LoanDepo Accrual Assets,01-031 LoanDepo Accrual Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Loan,Trade,A_TR_Placement,DepoLoan_TD_Daily Interest Accrual,Interest Accrued Daily for DepoLoan,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Credit,LoanDepo Interest Income,05-018 LoanDepo Interest Income,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Closing Date Principal,Repo Principal at amortization and maturity date,A_AI_MF_FixedAmount,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Closing Date Principal,Repo Principal at amortization and maturity date,A_AI_MF_FixedAmount,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Principal Liabilities,03-019 Repo Principal Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Pay Date Interest,Repo Interest Settlement on pay date,A_AI_MF_Interest_Repo,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Pay Date Interest,Repo Interest Settlement on pay date,A_AI_MF_Interest_Repo,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Accrual Liabilities,03-018 Repo Accrual Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Value Date Principal,Repo Premium on Value date,A_AI_MF_Premium,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_MF_Value Date Principal,Repo Premium on Value date,A_AI_MF_Premium,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Principal Liabilities,03-019 Repo Principal Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Repo,Trade,A_TR_Repo,Repo_TD_Daily_Interest_Accrued,Repo Daily Interest Accrued,A_AI_TD_Repo,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Debit,Repo Accrual Liabilities,03-018 Repo Accrual Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Repo,Trade,A_TR_Repo,Repo_TD_Daily_Interest_Accrued,Repo Daily Interest Accrued,A_AI_TD_Repo,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Credit,Repo Interest Expense,07-005 Repo Interest Expense,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Closing Date Principal,Repo Principal at amortization and maturity date,A_AI_MF_FixedAmount,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Closing Date Principal,Repo Principal at amortization and maturity date,A_AI_MF_FixedAmount,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Principal Assets,01-038 Repo Principal Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Pay Date Interest,Repo Interest Settlement on pay date,A_AI_MF_Interest_Repo,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Pay Date Interest,Repo Interest Settlement on pay date,A_AI_MF_Interest_Repo,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Accrual Assets,01-039 Repo Accrual Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Value Date Principal,Repo Premium on Value date,A_AI_MF_Premium,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_MF_Value Date Principal,Repo Premium on Value date,A_AI_MF_Premium,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Repo Principal Assets,01-038 Repo Principal Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_TD_Daily_Interest_Accrued,Repo Daily Interest Accrued,A_AI_TD_Repo,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Debit,Repo Accrual Assets,01-039 Repo Accrual Assets,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Reverse Repo,Trade,A_TR_ReverseRepo,Repo_TD_Daily_Interest_Accrued,Repo Daily Interest Accrued,A_AI_TD_Repo,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Credit,Repo Interest Revenue,05-020 Repo Interest Revenue,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
